id,text,classification,rationale,query
2145,"The extremely large cargo plane could only land at a specialized runway , these were only located at a what ?",D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",back yard [SEP] bowling alley [SEP] city [SEP] military base [SEP] fashion show
2146,"After the concert he was glad to be away from the crowd , he valued times of what ?",B,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",small group [SEP] solitude [SEP] alone [SEP] leisurely [SEP] solitary
2147,How does a cat usually sleep ?,D,"[0, 0, 0, 1, 1, 1, 0]",soft place [SEP] urban settlement [SEP] standing up [SEP] relaxed position [SEP] backyard
2148,"Two friend decided to spend their lives together in matrimony , so what did they arrange ?",B,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",restaurant [SEP] wedding [SEP] internet cafe [SEP] movie [SEP] friend 's house
2149,What does a person want to fit in with ?,C,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",goverment [SEP] nature [SEP] society [SEP] natural world [SEP] humanity
2150,WHere does someone sit in a chair to gossip ?,B,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 0]",desk [SEP] friend 's house [SEP] auditorium [SEP] synagogue [SEP] ocean
2151,What effect did the TV have on the kids ?,E,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",become adults [SEP] wonder about [SEP] open door [SEP] became healthy [SEP] distracting
2152,Where do you hear music when moving between floors ?,A,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",elevator [SEP] speakers [SEP] opera [SEP] cassettes [SEP] theatre
2153,How can the shape of wood be changed ?,C,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",nailed [SEP] grind [SEP] carved [SEP] polished [SEP] warp
2154,Where would you buy a ticket to sit in a room with a lot of chairs facing the same direction ?,B,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",conference [SEP] theater [SEP] building [SEP] floor [SEP] church
2155,A person who fears A.I. has a main fear that man will lose the ability to what ?,D,"[0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",go on vacation [SEP] work [SEP] cross street [SEP] control computer [SEP] separate things
2156,Sam was an alcoholic . He was in a car crash two years ago and was injured . Where might he have crashed ?,A,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",bridge [SEP] park [SEP] bar [SEP] prison [SEP] neighbor 's house
2157,"Jane was beautiful on the inside , but on the outside she was n't much to look at . How might she be described ?",B,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",sleepy [SEP] homely [SEP] misshapen [SEP] bad [SEP] overcast
2158,"John was driving to work and running late , what did he feel ?",E,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",anxiety [SEP] boredom [SEP] pressure [SEP] getting there [SEP] stress
2159,Bailey liked playing games against other people . He found it exhilarating . What might Bailey like about games ?,E,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",arguments [SEP] anger [SEP] learning [SEP] relaxation [SEP] competitiveness
2160,"Loose lips sink ships , so the surprise party planners had to be very what ?",D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",close fitting [SEP] careful [SEP] compact [SEP] discreet [SEP] faithful
2161,"A cat is wandering outside , where is likely to be found ?",B,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",floor [SEP] residential area [SEP] bed [SEP] comfortable position [SEP] family room
2162,"The print was extremely small , as he was reading letter after letter he began to suffer eye what ?",A,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",strain [SEP] though [SEP] happiness [SEP] realization [SEP] understanding
2163,Superman refuses to kill . He does this because he feels that every life is what ?,C,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",short [SEP] finite [SEP] important [SEP] good [SEP] created
2164,"Stress can affect your mood , sometimes even leading to what ?",D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",headache [SEP] high blood pressure [SEP] fatigue [SEP] depression [SEP] heart attacks
2165,What traditional shop would one find a razor in ?,B,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",medicine cabinet [SEP] barber shop [SEP] bath room [SEP] grocery store [SEP] suitcase
2166,"The chain kept coming off of Bill 's bike . Because of this , you could n't use what ?",A,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",gear shift [SEP] wheels [SEP] garage [SEP] hardware store [SEP] motorbike
2167,The carotid is a main artery susceptible to damage where ?,A,"[0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",neck [SEP] face [SEP] busy city [SEP] torso [SEP] human body
2168,What does an emotional person tend to be ?,A,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",expressive [SEP] excited [SEP] drunk [SEP] headache [SEP] eat every day
2169,"Parents have to sign a waiver to let their kids wrestle , the sport involves constant what ?",E,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",sweat [SEP] michigan [SEP] property damage [SEP] strong [SEP] physical contact
2170,If you spend time doing what you will need a rest ?,D,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",pay debts [SEP] wakefulness [SEP] resthold [SEP] active [SEP] in motion
2171,Where would you get a freezer if you do not have one ?,E,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",icy cold [SEP] own home [SEP] garage [SEP] freeze food [SEP] appliance store
2172,"The children were making each other laugh , they did this via what ?",D,"[0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",play ball [SEP] reading a book [SEP] jump rope [SEP] tickle [SEP] see exhibits
2173,"The mosquitoes were about to be crushed by a fly swatter , what would they do to survive ?",E,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",spread disease [SEP] swamp [SEP] buzz off [SEP] bug campers [SEP] fly away
2174,"If your cake is still unbaked , where should you put it ?",A,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",oven [SEP] refrigerator [SEP] bakery [SEP] birthday party [SEP] trash
2175,What divider stores papers for work or school ?,B,"[1, 1, 1, 1, 1, 1, 1, 1, 0]",street [SEP] binder [SEP] obesity [SEP] living room [SEP] office suite
2176,What does you body do when you exercise ?,D,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",need for food [SEP] thirst [SEP] work out [SEP] sweating [SEP] injury
2177,Where are you likely to find an art gallery ?,C,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",london [SEP] downtown area [SEP] large city [SEP] middle of town [SEP] frankfurt
2178,"If you get your paper back marked with corrections , where are you ?",A,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0]",classroom [SEP] conference [SEP] bench [SEP] cabinet [SEP] notebook
2179,What might someone be trying to achieve by getting wet ?,D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",could [SEP] get cold [SEP] shrinking [SEP] cool off [SEP] shower
2180,While attending a lecture what should be done in the auditorium ?,A,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",take notes [SEP] listening [SEP] fall asleep [SEP] falling asleep [SEP] learning
2181,"They had room for many bedrooms , an office , a study , even a playroom ; They certain had a what ?",D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",building [SEP] nursery school [SEP] preschool [SEP] big house [SEP] small house
2182,Mildew is a type of fungus you most often find where ?,B,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",toenails [SEP] shower stall [SEP] mushroom [SEP] cave [SEP] basement
2183,Where would you put bread immediately after buying it ?,C,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",toaster [SEP] pantry [SEP] plastic bag [SEP] refrigerator [SEP] box
2184,Billy found that his toilet was overflowing . Water was splashing onto the floor and making a huge mess . He got a mop and tried to clean it up . Where might the toilet be located ?,E,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",apartment [SEP] house [SEP] bedroom [SEP] motel room [SEP] bathroom
2185,"Learning languages is difficult . Even in a full immersion environment you 're likely to make mistakes , mistakes will cause misinterpretation , which will be uncomfortable , which will cause what ? ,",C,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",better communication [SEP] overthinking [SEP] frustration [SEP] misunderstandings [SEP] headaches
2186,"If you do n't speak French or Italian , it could be easy to encounter confusion here . Where is it ?",B,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",class [SEP] opera [SEP] spanish [SEP] war [SEP] mind
2187,"The equipment manager was in charge of the sports equipment , when the team arrived for an away he took it off the bus and brought it where ?",D,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",school [SEP] sears [SEP] fair [SEP] arena [SEP] mall
2188,"What would anyone want to do during a hot day , even if they can not swim or have alergies ?",A,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cool off [SEP] dive [SEP] eat ice cream [SEP] buy beer [SEP] wear shorts
2189,"The young attractive people began drinking alcohol , with their inhibitions lowered it was n't long before they were what ?",B,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",disorientation [SEP] having sex [SEP] throwing up [SEP] calling uber [SEP] frequent urination
2190,What might happen when not being careful setting a cup on a table ?,D,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",picks up [SEP] noise [SEP] decorating the table [SEP] spillage [SEP] clutter
2191,If something you do moves you toward a predetermined goal what have you done ?,C,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",make trouble [SEP] take time [SEP] make progress [SEP] make haste [SEP] gone to sleep
2192,where do you buy a pen ?,D,"[1, 1, 1, 1, 1, 1, 1]",briefcase [SEP] classroom [SEP] backpack [SEP] office supply store [SEP] pocket
2193,If you 're standing in front of people holding index cards what are you likely doing ?,B,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",learning [SEP] oral report [SEP] office supply store [SEP] card catalogue [SEP] library
2194,What leads to someone going to to bed ?,D,"[1, 1, 1, 1, 1, 1, 1, 1, 0]",bad dreams [SEP] lazyness [SEP] get pregnant [SEP] sleepiness [SEP] rest
2195,Where should a cat be in a house ?,E,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",backyard [SEP] rug [SEP] room [SEP] back yard [SEP] floor
2196,"Alcohol was n't allowed at the meeting , so where did the alcoholic put his flask ?",C,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",science lab [SEP] laboratory [SEP] coat pocket [SEP] the meeting room [SEP] chemistry lab
2197,What is a heat source that can be obtained for free ?,D,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",bedroom [SEP] fire [SEP] car [SEP] solar energy [SEP] gasoline
2198,There is a landing at the top of what that you walk up ?,A,"[0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",stairwell [SEP] ocean [SEP] airport [SEP] ladder [SEP] apartment building
2199,You 'll find a landing at the top of what ?,C,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",ocean [SEP] apartment building [SEP] stairwell [SEP] airport [SEP] room
2200,Where could you put some olives to keep them fresh ?,E,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",jar [SEP] pressed for thier oil [SEP] ice box [SEP] pizza [SEP] refrigerator
2201,John needed to escape . He had n't expected that because he was a solid runt . What is he scared off ?,A,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",be imprisoned [SEP] being trapped [SEP] captured [SEP] stay in [SEP] being caught
2202,"He had only experienced tangible and corporeal events in his life , but the hippy girl opened up his what side ?",E,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",insubstantial [SEP] mind [SEP] intangible [SEP] ethereal [SEP] spiritual
2203,"When someone is watching a film , what are they hoping for ?",B,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",insight [SEP] being entertained [SEP] fear [SEP] erection [SEP] expectations
2204,A shop will give you what for your purchases ?,B,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",downtown area [SEP] container [SEP] ocean floor [SEP] the lost city of atlantis [SEP] high school
2205,At a shop what can you buy to put your spare unused things ?,E,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",basement [SEP] cardboard box [SEP] ocean floor [SEP] high school [SEP] container
2206,What emotion do people expressing themselves show when they trip in front of a crowd and break their leg ?,E,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",communication [SEP] suffering [SEP] pain [SEP] laughter [SEP] embarrassment
2207,Where would you play a board game with your family ?,B,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]",toy store [SEP] home [SEP] school [SEP] toy shop [SEP] shelf
2208,What relatively small area is known for its steakhouses ?,D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",maine [SEP] florida [SEP] arizona [SEP] kansas city [SEP] michigan
2209,"Even though many in his neighborhood dropped out , he still had the ambition to what ?",E,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",board a train [SEP] in charge of project [SEP] begin work [SEP] run marathon [SEP] go to school
2210,When going to sleep what noise does a human make ?,C,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",loss of consciousness [SEP] relaxation [SEP] snoring [SEP] dreaming [SEP] talking
2211,What would you do after hard work if it is not dark outside yet ?,C,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",rest [SEP] go to sleep [SEP] have fun [SEP] get paid [SEP] relax
2212,Where would you find politicians in London ?,E,"[0, 0, 0, 0, 1, 1, 1, 0]",coffee house [SEP] washington d.c [SEP] talk nonsense [SEP] government [SEP] parliament
2213,Where is someone not likely to find a needle ?,A,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",haystack [SEP] spool of thread [SEP] hospital [SEP] box of needles [SEP] doctor 's office
2214,"If I am forgiving , what might people think I have ?",A,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",good heart [SEP] make up [SEP] new freedom [SEP] good karma [SEP] bad man
2215,"If an actor is said to be on the "" silver screen "" where would you see them perform ?",B,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",play [SEP] movies [SEP] theater [SEP] screen [SEP] television
2216,"What does Discovery have a number of , starring a shark ?",D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",open ocean [SEP] gulf of mexico [SEP] tornado [SEP] television program [SEP] coral reef
2217,What would you be doing if you are pretending to be a cop or robber ?,D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",distrust [SEP] deception [SEP] fooled [SEP] play [SEP] tag
2218,What is a useful activity when experiencing loneliness ?,D,"[0, 0, 0, 1, 1, 1, 1, 1, 0]",meet people [SEP] meet friend [SEP] make people laugh [SEP] socialize [SEP] liquor
2219,"She heard a gong while walking through new york city , where was she likely ?",E,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",tibet [SEP] orchestra [SEP] new york stock exchange [SEP] music store [SEP] chinatown
2220,"He was staying at a resort near Nevada and California , he left on his boat from the dock in the north and at the opposite end spotted a bald eagle , where was he ?",D,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",central idaho [SEP] hells canyon [SEP] canada [SEP] south lake tahoe [SEP] park
2221,"If something 's weight is n't light , what is it ?",D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",crucial [SEP] darkness [SEP] cumbersome [SEP] heavy [SEP] darkness
2222,"The comforter was a favorite for cuddling in front of the TV , where did the family put it ?",E,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",outside [SEP] washing machine [SEP] cedar chest [SEP] bedroom [SEP] livingroom
2223,"Jim never stopped talking , at what rate did he talk ?",B,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",continually [SEP] constantly [SEP] always forever [SEP] always [SEP] all day
2224,What magical kingdom is miserable in the rain ?,A,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",disneyland [SEP] forest [SEP] weather [SEP] seattle [SEP] street
2225,"He enjoyed reading newspaper , he consider what a subscription ?",B,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",gifting [SEP] buying [SEP] money [SEP] literacy [SEP] knowing how to read
2226,What would be considered a success when attempting procreation ?,E,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",celebrate [SEP] have party [SEP] hear crowd go mad [SEP] create success [SEP] reproduce
2227,How does a president come to be ?,B,"[1, 1, 1, 1, 1, 1, 1, 1]",board room [SEP] election [SEP] government [SEP] trouble [SEP] self - appointed
2228,"Seeing his idea become reality should have brought joy to James . Instead , it only brought what emotion ?",D,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",over joy [SEP] fulfilling [SEP] inspiration [SEP] pain [SEP] excitement
2229,where do you use a tourniquet temporarily ?,B,"[0, 0, 0, 0, 0, 1, 1, 0]",doctor 's office [SEP] ambulance [SEP] applying even pressure [SEP] hospital [SEP] emergency kit
2230,You should probably have something healthier than just eat ice cream if you what ?,A,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0]",were hungry [SEP] depressed [SEP] cool down [SEP] exercise [SEP] let melt in mouth
2231,"If paramedics are trying to rescue someone who tries to hit them , what will they have to do with their hands ?",A,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",bind [SEP] abandon [SEP] hurt [SEP] kidnap [SEP] endanger
2232,Where should you not drink water from ?,D,"[0, 0, 0, 1, 1, 1, 0, 0]",jar [SEP] moon [SEP] surface of earth [SEP] toilet [SEP] bridge
2233,Joe crossed the half court boundary and focused on 3 pointers . What game is his playing ?,E,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",society [SEP] sporting event [SEP] football [SEP] atlas or map [SEP] basketball
2234,"The group was great at communicating , their quality worked showed how well their what went ?",B,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",progress [SEP] collaboration [SEP] static [SEP] coup [SEP] confusion
2235,"It had a beach with shallow water , while not the ocean this was a hot spot all the locals enjoyed on the what ?",C,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",swimming pool [SEP] pond [SEP] lake [SEP] bathe in [SEP] childrens pool
2236,"He admired the apple tree , he was relaxing in the smallest of the fifty where ?",C,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0]",meadow [SEP] idaho [SEP] rhode island [SEP] garden [SEP] park
2237,The aorta is the main artery in what area of the body ?,D,"[0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",neck [SEP] own brain [SEP] human body [SEP] torso [SEP] heart
2238,What time of core value is likely to not be trivial ?,D,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0]",true [SEP] important [SEP] significant [SEP] fundamental [SEP] radical
2239,Where do you typically find a lizard generally ?,C,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",backyard [SEP] rock wall [SEP] great outdoors [SEP] garden [SEP] stream bed
2240,Billy was smart but inexperienced . In many ways he was what ?,C,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",garish [SEP] bright [SEP] ignorant [SEP] make invisible [SEP] backward
